Date,High,Low,Open,Close,Volume,Adj Close
2012-01-02,146500.0,142000.0,146500.0,143000.0,6150.0,131687.921875
2012-01-03,146900.0,142000.0,142000.0,145000.0,19410.0,133529.71875
2012-01-04,148100.0,144000.0,146500.0,144100.0,32320.0,132700.90625
2012-01-05,145600.0,143300.0,143700.0,144400.0,7000.0,132977.171875
2012-01-06,144800.0,141100.0,144800.0,142200.0,16010.0,130951.2109375
2012-01-09,140600.0,138100.0,140600.0,138200.0,11230.0,127267.625
2012-01-10,141500.0,138300.0,140600.0,139000.0,24880.0,128004.359375
2012-01-11,138500.0,133500.0,138500.0,134000.0,28310.0,123399.890625
2012-01-12,135200.0,131000.0,134000.0,132500.0,10780.0,122018.53125
2012-01-13,134400.0,131500.0,131500.0,132700.0,21620.0,122202.7109375
2012-01-16,133500.0,128600.0,133000.0,129000.0,15130.0,118795.3984375
2012-01-17,131800.0,129700.0,129800.0,130800.0,23310.0,120453.0078125
2012-01-18,130400.0,128300.0,129900.0,129200.0,23350.0,118979.578125
2012-01-19,132800.0,127900.0,129400.0,128000.0,27790.0,117874.5078125
2012-01-20,129000.0,127100.0,127700.0,128000.0,35620.0,117874.5078125
2012-01-25,131000.0,127600.0,128000.0,128600.0,29520.0,118427.0390625
2012-01-26,130600.0,128000.0,129200.0,128700.0,16130.0,118519.125
2012-01-27,128700.0,127700.0,128700.0,128000.0,19710.0,117874.5078125
2012-01-30,129300.0,127100.0,127300.0,127600.0,18660.0,117506.1484375
2012-01-31,129300.0,127400.0,128000.0,127500.0,32440.0,117414.0546875
2012-02-01,128000.0,126200.0,127400.0,126400.0,17640.0,116401.078125
2012-02-02,127500.0,125600.0,127500.0,126700.0,21170.0,116677.34375
2012-02-03,126500.0,123200.0,125700.0,124400.0,29100.0,114559.28125
2012-02-06,127400.0,123200.0,124600.0,127400.0,22830.0,117321.9609375
2012-02-07,128400.0,126700.0,127900.0,127500.0,21180.0,117414.0546875
2012-02-08,127800.0,126100.0,126800.0,127200.0,12880.0,117137.7890625
2012-02-09,129500.0,126500.0,127900.0,127500.0,32150.0,117414.0546875
2012-02-10,127100.0,125100.0,126100.0,125800.0,14640.0,115848.53125
2012-02-13,126600.0,124000.0,125100.0,124000.0,16160.0,114190.921875
2012-02-14,123900.0,121800.0,123900.0,122300.0,22190.0,112625.40625
2012-02-15,122700.0,120000.0,121200.0,122100.0,31280.0,112441.234375
2012-02-16,124700.0,120900.0,120900.0,124700.0,18840.0,114835.546875
2012-02-17,125000.0,123500.0,124000.0,124200.0,23110.0,114375.09375
2012-02-20,125900.0,123200.0,124200.0,124500.0,13680.0,114651.375
2012-02-21,125300.0,122600.0,124600.0,123800.0,22390.0,114006.7578125
2012-02-22,124800.0,122900.0,124800.0,124000.0,12620.0,114190.921875
2012-02-23,124400.0,121900.0,124400.0,122400.0,34740.0,112717.484375
2012-02-24,124600.0,122700.0,123600.0,123600.0,28500.0,113822.5625
2012-02-27,127600.0,122300.0,124400.0,127500.0,39980.0,117414.0546875
2012-02-28,127400.0,124400.0,127400.0,124700.0,22650.0,114835.546875
2012-02-29,126300.0,123700.0,123700.0,125600.0,17600.0,115664.3515625
2012-03-02,126800.0,124200.0,126400.0,125700.0,19180.0,115756.4453125
2012-03-05,125600.0,123600.0,124400.0,123900.0,16310.0,114098.84375
2012-03-06,127000.0,123000.0,125000.0,126200.0,34570.0,116216.8984375
2012-03-07,126900.0,122700.0,125600.0,124600.0,31840.0,114743.4609375
2012-03-08,123800.0,119200.0,123800.0,120300.0,62910.0,110783.6171875
2012-03-09,122500.0,119800.0,120600.0,121500.0,22030.0,111888.6953125
2012-03-12,131500.0,121100.0,131500.0,123600.0,29330.0,113822.5625
2012-03-13,124700.0,121000.0,123100.0,121800.0,36140.0,112164.9609375
2012-03-14,122200.0,119700.0,121800.0,120200.0,46750.0,110691.53125
2012-03-15,122000.0,120100.0,120300.0,121100.0,20670.0,111520.328125
2012-03-16,123000.0,120500.0,120900.0,122200.0,19740.0,112533.3125
2012-03-19,124700.0,122000.0,122000.0,124000.0,24100.0,114190.921875
2012-03-20,123700.0,122700.0,122800.0,123700.0,17650.0,113914.6640625
2012-03-21,123800.0,122600.0,123700.0,123400.0,8640.0,113638.390625
2012-03-22,123800.0,122400.0,123700.0,123200.0,8850.0,113454.21875
2012-03-23,123300.0,121500.0,123300.0,122000.0,11300.0,112349.140625
2012-03-26,123400.0,121700.0,122400.0,122100.0,11710.0,112441.234375
2012-03-27,124100.0,122000.0,122600.0,123100.0,21910.0,113362.125
2012-03-28,124000.0,122000.0,122800.0,123800.0,16660.0,114006.7578125
2012-03-29,124100.0,121600.0,123200.0,122600.0,8950.0,112901.6796875
2012-03-30,123300.0,121600.0,121700.0,121600.0,9160.0,111980.78125
2012-04-02,124300.0,121800.0,121800.0,123400.0,11640.0,113638.390625
2012-04-03,124400.0,122700.0,122700.0,123000.0,9950.0,113270.03125
2012-04-04,125200.0,123500.0,123800.0,125000.0,20580.0,115111.8203125
2012-04-05,125900.0,123600.0,124600.0,124900.0,18240.0,115019.734375
2012-04-06,125000.0,123300.0,123600.0,124600.0,17560.0,114743.4609375
2012-04-09,125400.0,122500.0,125400.0,123000.0,11310.0,113270.03125
2012-04-10,126600.0,121900.0,121900.0,125700.0,30490.0,115756.4453125
2012-04-12,127000.0,124600.0,126400.0,126000.0,18470.0,116032.7109375
2012-04-13,128600.0,124700.0,126000.0,127300.0,30520.0,117229.875
2012-04-16,127300.0,125100.0,127300.0,125500.0,13630.0,115572.2734375
2012-04-17,128000.0,124800.0,125100.0,127500.0,19060.0,117414.0546875
2012-04-18,129300.0,126000.0,126100.0,126600.0,12870.0,116585.2578125
2012-04-19,127300.0,125300.0,125900.0,125500.0,8700.0,115572.2734375
2012-04-20,128100.0,125600.0,125800.0,126700.0,10570.0,116677.34375
2012-04-23,127500.0,125100.0,125100.0,127500.0,11460.0,117414.0546875
2012-04-24,128200.0,125600.0,125700.0,127000.0,18710.0,116953.609375
2012-04-25,127500.0,126300.0,127500.0,126400.0,7440.0,116401.078125
2012-04-26,128200.0,125500.0,125500.0,127500.0,15420.0,117414.0546875
2012-04-27,128100.0,125800.0,127900.0,127500.0,15210.0,117414.0546875
2012-04-30,128600.0,126700.0,128000.0,127800.0,11300.0,117690.328125
2012-05-02,128000.0,125600.0,126800.0,125600.0,27100.0,115664.3515625
2012-05-03,127500.0,125200.0,126600.0,126600.0,9220.0,116585.2578125
2012-05-04,127900.0,126800.0,127600.0,126800.0,13350.0,116769.4375
2012-05-07,127700.0,125400.0,126900.0,125800.0,17200.0,115848.53125
2012-05-08,127300.0,125500.0,125500.0,127100.0,9390.0,117045.6953125
2012-05-09,129800.0,126700.0,127200.0,129800.0,16510.0,119532.109375
2012-05-10,133300.0,129300.0,130700.0,132900.0,19250.0,122386.8984375
2012-05-11,139300.0,129900.0,134000.0,135400.0,26410.0,124689.1171875
2012-05-14,136600.0,131300.0,136600.0,131900.0,13150.0,121465.9921875
2012-05-15,134500.0,130400.0,132300.0,133500.0,18760.0,122939.4296875
2012-05-16,134000.0,130600.0,133500.0,133700.0,20020.0,123123.609375
2012-05-17,133900.0,129400.0,131800.0,132500.0,29170.0,122018.53125
2012-05-18,131600.0,126600.0,131600.0,128500.0,27540.0,118334.953125
2012-05-21,131300.0,127900.0,129800.0,130300.0,9560.0,119992.5546875
2012-05-22,134400.0,129100.0,130500.0,130500.0,17540.0,120176.75
2012-05-23,133000.0,128700.0,129600.0,133000.0,18620.0,122478.96875
2012-05-24,134000.0,131300.0,133500.0,133000.0,8960.0,122478.96875
2012-05-25,138300.0,132400.0,133200.0,138000.0,15830.0,127083.4609375
2012-05-29,139500.0,136300.0,138900.0,136900.0,9750.0,126070.4765625
2012-05-30,136900.0,133000.0,136900.0,134500.0,37500.0,123860.3046875
2012-05-31,135400.0,132000.0,134000.0,135300.0,19870.0,124597.0390625
2012-06-01,137600.0,132000.0,133600.0,136600.0,30120.0,125794.2109375
2012-06-04,138000.0,134800.0,135000.0,137800.0,19650.0,126899.28125
2012-06-05,139500.0,136300.0,137800.0,137000.0,16820.0,126162.5625
2012-06-07,141500.0,136500.0,136500.0,138900.0,22350.0,127912.28125
2012-06-08,139600.0,136800.0,138000.0,137800.0,11000.0,126899.28125
2012-06-11,140500.0,136800.0,137000.0,137800.0,12000.0,126899.28125
2012-06-12,138400.0,135500.0,136500.0,136000.0,7660.0,125241.6640625
2012-06-13,136100.0,133900.0,136100.0,134800.0,11340.0,124136.59375
2012-06-14,135700.0,132100.0,134900.0,135400.0,29110.0,124689.1171875
2012-06-15,139700.0,134700.0,136000.0,136900.0,21450.0,126070.4765625
2012-06-18,141500.0,137300.0,137300.0,140500.0,16750.0,129385.7109375
2012-06-19,140900.0,139200.0,139200.0,140400.0,14680.0,129293.6015625
2012-06-20,145500.0,139700.0,139800.0,145000.0,21500.0,133529.71875
2012-06-21,146200.0,143000.0,143800.0,144900.0,18440.0,133437.640625
2012-06-22,146900.0,142000.0,146900.0,142500.0,8870.0,131227.484375
2012-06-25,142800.0,139300.0,141300.0,140200.0,16240.0,129109.4296875
2012-06-26,143700.0,140000.0,140000.0,142600.0,11740.0,131319.5625
2012-06-27,144000.0,139000.0,141500.0,140200.0,18170.0,129109.4296875
2012-06-28,142200.0,139300.0,139500.0,140300.0,11870.0,129201.5078125
2012-06-29,147000.0,139100.0,139100.0,146700.0,34060.0,135095.234375
2012-07-02,144700.0,141000.0,144100.0,142000.0,14200.0,130767.03125
2012-07-03,142500.0,137800.0,141200.0,138000.0,23520.0,127083.4609375
2012-07-04,139700.0,135100.0,137500.0,136300.0,15570.0,125517.9296875
2012-07-05,137100.0,135300.0,136100.0,136200.0,28390.0,125425.8203125
2012-07-06,137600.0,135500.0,136400.0,137000.0,21330.0,126162.5625
2012-07-09,137900.0,134500.0,137900.0,137000.0,15300.0,126162.5625
2012-07-10,138200.0,136500.0,136800.0,138000.0,9620.0,127083.4609375
2012-07-11,140900.0,137100.0,138400.0,139900.0,16430.0,128833.1328125
2012-07-12,140000.0,133300.0,140000.0,134000.0,30540.0,123399.890625
2012-07-13,137200.0,132600.0,133800.0,136200.0,21250.0,125425.8203125
2012-07-16,135700.0,132500.0,135000.0,134800.0,23780.0,124136.59375
2012-07-17,135800.0,131300.0,135800.0,133800.0,25350.0,123215.6953125
2012-07-18,135000.0,131500.0,133000.0,131600.0,13190.0,121189.7265625
2012-07-19,136700.0,132200.0,132500.0,136100.0,16690.0,125333.75
2012-07-20,135800.0,132300.0,134600.0,132300.0,19630.0,121834.3515625
2012-07-23,132600.0,130000.0,132300.0,130700.0,11040.0,120360.921875
2012-07-24,131500.0,128700.0,130700.0,130000.0,11000.0,119716.3046875
2012-07-25,130200.0,126200.0,128700.0,129200.0,14340.0,118979.578125
2012-07-26,131000.0,128100.0,128100.0,128600.0,10250.0,118427.0390625
2012-07-27,132800.0,129200.0,131000.0,132800.0,16200.0,122294.8046875
2012-07-30,133600.0,129200.0,133600.0,130000.0,12690.0,119716.3046875
2012-07-31,130700.0,128500.0,130100.0,130700.0,24410.0,120360.921875
2012-08-01,132200.0,129300.0,129300.0,131500.0,14820.0,121097.6328125
2012-08-02,132300.0,130000.0,131500.0,130100.0,7380.0,119808.375
2012-08-03,130800.0,128000.0,130500.0,130100.0,14790.0,119808.375
2012-08-06,132000.0,130100.0,130500.0,130500.0,8630.0,120176.75
2012-08-07,130500.0,129600.0,130000.0,130000.0,8510.0,119716.3046875
2012-08-08,133200.0,129100.0,129100.0,133200.0,29010.0,122663.15625
2012-08-09,139400.0,130200.0,133000.0,137300.0,45120.0,126438.8046875
2012-08-10,137200.0,134300.0,136100.0,136900.0,40500.0,126070.4765625
2012-08-13,138500.0,135000.0,135500.0,136900.0,13660.0,126070.4765625
2012-08-14,139400.0,135100.0,138900.0,136700.0,20670.0,125886.2890625
2012-08-16,138500.0,136000.0,136800.0,136800.0,8130.0,125978.375
2012-08-17,138000.0,136100.0,136700.0,136700.0,9990.0,125886.2890625
2012-08-20,141000.0,136200.0,138000.0,140700.0,13850.0,129569.875
2012-08-21,142800.0,139000.0,141600.0,139900.0,6610.0,128833.1328125
2012-08-22,141500.0,138500.0,139900.0,141500.0,10490.0,130306.578125
2012-08-23,143000.0,137700.0,143000.0,140800.0,10040.0,129661.953125
2012-08-24,141900.0,138600.0,139300.0,140800.0,7350.0,129661.953125
2012-08-27,144500.0,141200.0,141800.0,144400.0,13110.0,132977.171875
2012-08-28,146300.0,141000.0,141000.0,145400.0,14670.0,133898.0625
2012-08-29,146500.0,144100.0,145400.0,146000.0,9000.0,134450.59375
2012-08-30,143900.0,139400.0,142600.0,141900.0,20570.0,130674.953125
2012-08-31,143100.0,139500.0,141800.0,139800.0,17880.0,128741.0546875
2012-09-03,141700.0,138100.0,138600.0,140000.0,24340.0,128925.2421875
2012-09-04,142300.0,140000.0,140000.0,142000.0,10960.0,130767.03125
2012-09-05,142600.0,139100.0,140000.0,141000.0,19650.0,129846.140625
2012-09-06,141000.0,139100.0,140000.0,140900.0,17590.0,129754.03125
2012-09-07,142400.0,139900.0,140200.0,142000.0,11290.0,130767.03125
2012-09-10,142200.0,141000.0,141100.0,141500.0,6030.0,130306.578125
2012-09-11,141200.0,137200.0,140600.0,139200.0,22980.0,128188.53125
2012-09-12,140000.0,137800.0,138500.0,137800.0,31610.0,126899.28125
2012-09-13,137700.0,133900.0,137700.0,134100.0,49480.0,123491.9609375
2012-09-14,136500.0,131800.0,135400.0,133800.0,66460.0,123215.6953125
2012-09-17,133800.0,132000.0,132600.0,132800.0,25880.0,122294.8046875
2012-09-18,134400.0,132500.0,132800.0,134300.0,24320.0,123676.140625
2012-09-19,135200.0,133200.0,135200.0,134400.0,37260.0,123768.21875
2012-09-20,134900.0,133500.0,133600.0,134400.0,19120.0,123768.21875
2012-09-21,137600.0,134400.0,134400.0,137000.0,58180.0,126162.5625
2012-09-24,139300.0,135700.0,136700.0,138000.0,31850.0,127083.4609375
2012-09-25,138400.0,136900.0,137900.0,137900.0,20740.0,126991.3671875
2012-09-26,137600.0,134400.0,136100.0,134400.0,9810.0,123768.21875
2012-09-27,138900.0,133500.0,133500.0,138100.0,22520.0,127175.546875
2012-09-28,140000.0,136600.0,140000.0,137900.0,29640.0,126991.3671875
2012-10-02,142000.0,139200.0,142000.0,140900.0,20840.0,129754.03125
2012-10-04,141100.0,137600.0,138100.0,139400.0,12510.0,128372.6953125
2012-10-05,142100.0,138100.0,138100.0,139700.0,16350.0,128648.9765625
2012-10-08,141900.0,139000.0,139300.0,141800.0,18190.0,130582.859375
2012-10-09,145000.0,139500.0,142900.0,141800.0,21940.0,130582.859375
2012-10-10,142500.0,139400.0,140000.0,140000.0,7590.0,128925.2421875
2012-10-11,140000.0,136100.0,140000.0,136200.0,14550.0,125425.8203125
2012-10-12,140700.0,136200.0,136200.0,138500.0,25200.0,127543.8828125
2012-10-15,141400.0,137700.0,138800.0,140000.0,22910.0,128925.2421875
2012-10-16,141600.0,137400.0,141600.0,137400.0,15470.0,126530.90625
2012-10-17,139500.0,137400.0,137600.0,137500.0,8530.0,126622.9921875
2012-10-18,139400.0,137000.0,137600.0,137000.0,13450.0,126162.5625
2012-10-19,137100.0,132800.0,136700.0,133700.0,24010.0,123123.609375
2012-10-22,135800.0,132200.0,132500.0,134400.0,15120.0,123768.21875
2012-10-23,137600.0,134400.0,134400.0,135500.0,13460.0,124781.2109375
2012-10-24,145000.0,137200.0,137800.0,144000.0,30150.0,132608.8125
2012-10-25,145300.0,140600.0,141200.0,143000.0,17200.0,131687.921875
2012-10-26,145300.0,141900.0,143100.0,142900.0,10760.0,131595.84375
2012-10-29,146500.0,142300.0,142900.0,143400.0,12770.0,132056.28125
2012-10-30,144600.0,138300.0,143400.0,139600.0,14550.0,128556.8515625
2012-10-31,145400.0,140400.0,140400.0,142500.0,12160.0,131227.484375
2012-11-01,150000.0,140200.0,140600.0,149000.0,79850.0,137213.296875
2012-11-02,152000.0,146600.0,150900.0,148900.0,14600.0,137121.203125
2012-11-05,151000.0,147500.0,150000.0,150000.0,13790.0,138134.203125
2012-11-06,151000.0,146800.0,148700.0,149100.0,10500.0,137305.375
2012-11-07,149100.0,143100.0,148000.0,144800.0,44500.0,133345.546875
2012-11-08,145500.0,141100.0,144500.0,144700.0,35530.0,133253.421875
2012-11-09,143100.0,141000.0,142400.0,142600.0,25780.0,131319.5625
2012-11-12,146400.0,141300.0,143000.0,146400.0,13070.0,134818.96875
2012-11-13,147400.0,144000.0,147400.0,144400.0,6740.0,132977.171875
2012-11-14,146000.0,142700.0,145900.0,144300.0,10990.0,132885.109375
2012-11-15,146400.0,142000.0,144500.0,144700.0,17720.0,133253.421875
2012-11-16,146900.0,140600.0,143600.0,144600.0,15260.0,133161.359375
2012-11-19,147800.0,142600.0,146700.0,147800.0,16050.0,136108.21875
2012-11-20,147000.0,144300.0,146000.0,144600.0,14090.0,133161.359375
2012-11-21,146400.0,143300.0,145300.0,145300.0,9460.0,133806.0
2012-11-22,148300.0,143800.0,147000.0,143900.0,6070.0,132516.734375
2012-11-23,147000.0,143000.0,143400.0,143000.0,6660.0,131687.921875
