Date,High,Low,Open,Close,Volume,Adj Close
2012-01-02,36350.0,35400.0,36000.0,35700.0,45468.0,31966.396484375
2012-01-03,38000.0,35850.0,35850.0,38000.0,172710.0,34025.859375
2012-01-04,38200.0,36900.0,38100.0,37600.0,80322.0,33667.69140625
2012-01-05,38150.0,37200.0,37600.0,37500.0,65260.0,33578.1484375
2012-01-06,37650.0,36050.0,37100.0,36600.0,87340.0,32772.27734375
2012-01-09,36300.0,35400.0,36300.0,35450.0,99220.0,31742.548828125
2012-01-10,36350.0,35350.0,35750.0,35350.0,164034.0,31653.001953125
2012-01-11,36300.0,35450.0,35450.0,35900.0,110417.0,32145.48046875
2012-01-12,36850.0,35500.0,35500.0,36750.0,112303.0,32906.5859375
2012-01-13,37600.0,36750.0,36750.0,37600.0,76830.0,33667.69140625
2012-01-16,38100.0,36300.0,37450.0,38100.0,116700.0,34115.40625
2012-01-17,39300.0,38100.0,38150.0,38500.0,174685.0,34473.5703125
2012-01-18,39300.0,37700.0,38500.0,38600.0,108536.0,34563.11328125
2012-01-19,40000.0,39300.0,39300.0,39750.0,167361.0,35592.83984375
2012-01-20,41150.0,39300.0,39500.0,41150.0,318565.0,36846.421875
2012-01-25,41400.0,40250.0,41150.0,40250.0,136195.0,36040.55078125
2012-01-26,41350.0,39400.0,40350.0,39550.0,166221.0,35413.76171875
2012-01-27,41100.0,39350.0,39400.0,40900.0,275950.0,36622.5703125
2012-01-30,41100.0,40200.0,40400.0,40900.0,179740.0,36622.5703125
2012-01-31,41100.0,40400.0,40900.0,40800.0,161194.0,36533.02734375
2012-02-01,41150.0,40050.0,40700.0,40500.0,180134.0,36264.40625
2012-02-02,42050.0,41000.0,41000.0,41500.0,149602.0,37159.82421875
2012-02-03,42850.0,41450.0,41500.0,42800.0,244956.0,38323.86328125
2012-02-06,43550.0,42700.0,43000.0,43500.0,163625.0,38950.65234375
2012-02-07,43500.0,41650.0,42950.0,41650.0,160507.0,37294.1328125
2012-02-08,43800.0,41250.0,41250.0,43450.0,118952.0,38905.8828125
2012-02-09,43300.0,41850.0,43300.0,42800.0,177532.0,38323.86328125
2012-02-10,43200.0,41500.0,42400.0,42650.0,148685.0,38189.5546875
2012-02-13,44100.0,42200.0,42200.0,43400.0,185591.0,38861.11328125
2012-02-14,43600.0,42250.0,43000.0,43000.0,152868.0,38502.94921875
2012-02-15,44200.0,42800.0,42800.0,44100.0,128481.0,39487.90625
2012-02-16,44200.0,43100.0,43400.0,43550.0,108632.0,38995.42578125
2012-02-17,44200.0,43600.0,43800.0,43800.0,227597.0,39219.28125
2012-02-20,44500.0,43200.0,44450.0,43400.0,77453.0,38861.11328125
