Date,High,Low,Open,Close,Volume,Adj Close
2012-01-02,61100.0,59100.0,59900.0,61000.0,3343.0,52786.66796875
2012-01-03,62600.0,60200.0,60200.0,62500.0,10296.0,54084.703125
2012-01-04,64000.0,61800.0,63000.0,62200.0,10195.0,53825.09765625
2012-01-05,62900.0,61600.0,62200.0,61600.0,5374.0,53305.87890625
2012-01-06,61700.0,58700.0,61500.0,59400.0,9925.0,51402.09765625
2012-01-09,60000.0,57300.0,59300.0,57300.0,11040.0,49584.8515625
2012-01-10,59900.0,57100.0,58000.0,57700.0,17124.0,49930.99609375
2012-01-11,58300.0,56400.0,58300.0,57000.0,10283.0,49325.2421875
2012-01-12,58100.0,56200.0,58100.0,56800.0,4697.0,49152.1796875
2012-01-13,59100.0,56400.0,56400.0,58800.0,6985.0,50882.88671875
2012-01-16,59200.0,56900.0,59200.0,57500.0,4752.0,49757.92578125
2012-01-17,59000.0,57500.0,58000.0,58700.0,5948.0,50796.34765625
2012-01-18,59200.0,57600.0,57700.0,58100.0,11058.0,50277.140625
2012-01-19,59300.0,58100.0,58100.0,58100.0,9680.0,50277.140625
2012-01-20,60400.0,57800.0,57800.0,59700.0,10652.0,51661.703125
2012-01-25,61000.0,59200.0,60300.0,60700.0,16700.0,52527.05859375
2012-01-26,61200.0,59100.0,60200.0,60600.0,9655.0,52440.5234375
2012-01-27,60700.0,59600.0,60100.0,60100.0,8921.0,52007.84765625
2012-01-30,60700.0,59200.0,59600.0,60500.0,5605.0,52353.98828125
2012-01-31,61700.0,60000.0,60800.0,60500.0,14612.0,52353.98828125
2012-02-01,63500.0,60300.0,60700.0,63000.0,28428.0,54517.37109375
2012-02-02,64400.0,62600.0,62600.0,62700.0,10748.0,54257.76953125
2012-02-03,62900.0,61200.0,62400.0,61600.0,31333.0,53305.87890625
2012-02-06,65400.0,60600.0,61600.0,65400.0,8603.0,56594.23046875
2012-02-07,65000.0,62800.0,62900.0,64000.0,8363.0,55382.734375
2012-02-08,64100.0,62300.0,63300.0,63200.0,8040.0,54690.4453125
2012-02-09,63500.0,62100.0,63400.0,63300.0,7898.0,54776.984375
2012-02-10,63200.0,62000.0,62900.0,62500.0,9101.0,54084.703125
