Date,High,Low,Open,Close,Volume,Adj Close
2012-01-02,36300.0,35700.0,36150.0,36100.0,643494.0,27724.58984375
2012-01-03,37400.0,36200.0,36200.0,37300.0,1550399.0,28646.1796875
2012-01-04,37350.0,36200.0,37200.0,36700.0,2163712.0,28185.388671875
2012-01-05,36850.0,36300.0,36650.0,36800.0,1253755.0,28262.19140625
2012-01-06,36900.0,35850.0,36500.0,36200.0,1312394.0,27801.388671875
2012-01-09,36000.0,35100.0,35950.0,35750.0,1531828.0,27455.794921875
2012-01-10,36650.0,35750.0,35750.0,36250.0,1433354.0,27839.787109375
2012-01-11,36400.0,35950.0,36300.0,36150.0,1175762.0,27762.994140625
2012-01-12,37000.0,36450.0,36500.0,36850.0,1334961.0,28300.583984375
2012-01-13,38000.0,36500.0,36800.0,37800.0,2666473.0,29030.181640625
2012-01-16,37750.0,36850.0,37350.0,37650.0,955329.0,28914.98046875
2012-01-17,39950.0,37800.0,38000.0,39650.0,4382654.0,30450.96875
2012-01-18,40300.0,39250.0,39650.0,39800.0,2053983.0,30566.169921875
2012-01-19,40800.0,39600.0,40450.0,40150.0,1649300.0,30834.966796875
2012-01-20,42250.0,40500.0,40800.0,42000.0,3217835.0,32255.7578125
2012-01-25,41950.0,40500.0,41250.0,41200.0,1943260.0,31641.36328125
2012-01-26,41850.0,41200.0,41750.0,41300.0,1431958.0,31718.158203125
2012-01-27,42700.0,41050.0,41500.0,42450.0,2675972.0,32601.3515625
2012-01-30,43200.0,42200.0,42450.0,42800.0,2015590.0,32870.15234375
2012-01-31,42900.0,41650.0,42700.0,42600.0,1765815.0,32716.552734375
2012-02-01,42600.0,41700.0,42100.0,42150.0,1879496.0,32370.953125
2012-02-02,43900.0,42900.0,43200.0,43400.0,2443607.0,33330.94921875
2012-02-03,44000.0,42850.0,43550.0,43900.0,1564226.0,33714.94921875
2012-02-06,44750.0,43750.0,44350.0,44100.0,2193215.0,33868.54296875
2012-02-07,44600.0,42850.0,44500.0,43450.0,1683259.0,33369.34765625
2012-02-08,44500.0,42800.0,43100.0,44300.0,1914019.0,34022.140625
2012-02-09,45000.0,43750.0,44400.0,45000.0,1747337.0,34559.7421875
2012-02-10,44800.0,43300.0,44450.0,44000.0,1763854.0,33791.75
2012-02-13,44300.0,43400.0,43700.0,43650.0,1000860.0,33522.9453125
2012-02-14,44000.0,42700.0,43250.0,44000.0,1881181.0,33791.75
2012-02-15,44300.0,43600.0,43800.0,43900.0,1353852.0,33714.94921875
2012-02-16,43600.0,41900.0,43200.0,42300.0,2375745.0,32486.15625
2012-02-17,43050.0,42250.0,43000.0,42700.0,1971985.0,32793.3515625
2012-02-20,43250.0,42000.0,43200.0,42150.0,1563419.0,32370.953125
2012-02-21,42350.0,40750.0,41850.0,41350.0,2555393.0,31756.5625
2012-02-22,41150.0,40150.0,40900.0,40700.0,2238030.0,31257.365234375
2012-02-23,40950.0,40200.0,40900.0,40650.0,1545279.0,31218.96484375
2012-02-24,41500.0,40500.0,40500.0,41300.0,1663905.0,31718.158203125
2012-02-27,41350.0,40350.0,40950.0,40900.0,1107908.0,31410.962890625
2012-02-28,41600.0,40700.0,40700.0,41350.0,1009452.0,31756.5625
2012-02-29,41650.0,41050.0,41500.0,41200.0,1401046.0,31641.36328125
2012-03-02,42000.0,41200.0,41750.0,41450.0,1082774.0,31833.36328125
2012-03-05,41900.0,40600.0,41900.0,40950.0,951392.0,31449.36328125
2012-03-06,41200.0,40000.0,41000.0,40450.0,1155641.0,31065.37109375
2012-03-07,40450.0,39600.0,39950.0,40350.0,955388.0,30988.568359375
2012-03-08,41300.0,40000.0,40400.0,41200.0,1940088.0,31641.36328125
2012-03-09,41650.0,40550.0,41650.0,40800.0,1142404.0,31334.16015625
2012-03-12,40800.0,39900.0,40650.0,40350.0,1593697.0,30988.568359375
2012-03-13,41800.0,40250.0,40500.0,41550.0,3253289.0,31910.158203125
2012-03-14,43350.0,42550.0,42750.0,43150.0,3343922.0,33138.953125
